"","name","ID","season","fights","games","ratio"
"782","Allsvenskan",104,2005,29,313,0.0926517571884984
"783","Allsvenskan",104,2006,27,359,0.0752089136490251
"784","Allsvenskan",104,2007,34,350,0.0971428571428571
"785","Allsvenskan",104,2008,22,359,0.0612813370473538
"786","Allsvenskan",104,2009,30,363,0.0826446280991736
"787","Allsvenskan",104,2010,22,362,0.0607734806629834
"788","Allsvenskan",104,2011,21,362,0.0580110497237569
"789","Allsvenskan",104,2012,12,364,0.032967032967033
"790","Allsvenskan",104,2013,17,361,0.0470914127423823
"791","Czech2",125,2013,28,364,0.0769230769230769
"792","WCSHL",68,2008,44,48,0.916666666666667
"793","WCSHL",68,2009,57,48,1.1875
"794","ChHL",82,2009,46,60,0.766666666666667
"795","BRHL",83,2009,46,109,0.422018348623853
"796","NCHL",84,2009,43,78,0.551282051282051
"797","CIHL",92,2009,58,72,0.805555555555556
"798","CIHL",92,2010,35,73,0.479452054794521
"799","LHCS",123,2013,34,49,0.693877551020408
"800","ENL",97,2008,50,34,1.47058823529412
"801","ENL",97,2009,67,67,1
"802","ENL",97,2010,110,188,0.585106382978723
"803","ENL",97,2011,64,170,0.376470588235294
"804","ENL",97,2012,71,157,0.452229299363057
"805","ENL",97,2013,73,132,0.553030303030303
"806","NCAA",98,2010,6,1080,0.00555555555555556
"807","NCAA",98,2011,4,1085,0.00368663594470046
"808","NCAA",98,2012,2,1086,0.00184162062615101
"809","CIS",124,2013,2,391,0.0051150895140665
"810","InterLeague",34,1967,4,78,0.0512820512820513
"811","InterLeague",34,1972,38,97,0.391752577319588
"812","InterLeague",34,1974,2,3,0.666666666666667
"813","InterLeague",34,1976,10,10,1
"814","InterLeague",34,1977,1,8,0.125
"815","InterLeague",34,1978,11,21,0.523809523809524
"816","InterLeague",34,1981,1,1,1
"817","InterLeague",34,1982,2,3,0.666666666666667
"818","InterLeague",34,1983,1,2,0.5
"819","InterLeague",34,1984,1,4,0.25
"820","InterLeague",34,1987,1,1,1
"821","InterLeague",34,1989,1,3,0.333333333333333
"822","InterLeague",34,1990,1,3,0.333333333333333
"823","InterLeague",34,1992,8,11,0.727272727272727
"824","InterLeague",34,1993,4,8,0.5
"825","InterLeague",34,1994,2,25,0.08
"826","InterLeague",34,1995,3,7,0.428571428571429
"827","InterLeague",34,1996,50,74,0.675675675675676
"828","InterLeague",34,1997,42,107,0.392523364485981
"829","InterLeague",34,1998,58,112,0.517857142857143
"830","InterLeague",34,1999,52,81,0.641975308641975
"831","InterLeague",34,2000,59,63,0.936507936507937
"832","InterLeague",34,2001,66,103,0.640776699029126
"833","InterLeague",34,2002,19,63,0.301587301587302
"834","InterLeague",34,2003,19,73,0.26027397260274
"835","InterLeague",34,2004,38,145,0.262068965517241
"836","InterLeague",34,2005,11,48,0.229166666666667
"837","InterLeague",34,2006,3,19,0.157894736842105
"838","InterLeague",34,2007,6,14,0.428571428571429
"839","InterLeague",34,2008,9,24,0.375
"840","InterLeague",34,2009,12,19,0.631578947368421
"841","InterLeague",34,2010,25,19,1.31578947368421
"842","InterLeague",34,2011,21,52,0.403846153846154
"843","InterLeague",34,2012,6,49,0.122448979591837
"844","InterLeague",34,2013,12,58,0.206896551724138
"845","NLL",100,2008,31,96,0.322916666666667
"846","NLL",100,2009,45,88,0.511363636363636
"847","NLL",100,2010,47,80,0.5875
"848","OJALL",101,2007,83,132,0.628787878787879
"849","OJALL",101,2008,88,132,0.666666666666667
"850","OJALL",101,2009,61,132,0.462121212121212
"851","OJALL",101,2010,82,132,0.621212121212121
"852","OJALL",101,2011,82,110,0.745454545454545
